id,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
7203,9.1,0.6,0.24,1.7,0.093,12.0,68.0,0.99392,3.54,0.44,9.5,6.0
7204,7.8,0.64,0.06,2.0,0.07,5.0,11.0,0.9988,3.53,0.62,10.7,6.0
7205,9.0,0.4,0.46,2.5,0.084,6.0,20.0,0.99388,3.38,0.82,11.6,6.0
7206,7.5,0.58,0.02,1.8,0.074,8.0,21.0,0.9973,3.16,0.71,11.2,7.0
7207,7.1,0.49,0.09,2.1,0.087,22.0,42.0,0.9967,3.27,0.56,9.5,5.0
7208,7.8,0.735,0.0,1.7,0.072,30.0,48.0,0.99656,3.34,0.64,10.0,6.0
7209,7.0,0.53,0.0,2.6,0.07,17.0,44.0,0.99458,3.31,0.54,9.8,5.0
7210,9.1,0.4,0.3,2.1,0.093,15.0,86.0,0.9983,3.48,0.59,9.3,5.0
7211,7.7,0.61,0.01,2.8,0.079,7.0,15.0,0.9967,3.32,0.82,10.5,8.0
7212,7.7,0.74,0.05,2.0,0.091,13.0,28.0,0.99584,3.1,0.67,10.0,5.0
7213,8.7,0.63,0.26,1.9,0.093,9.0,18.0,0.997,3.24,0.64,9.8,5.0
7214,8.2,0.43,0.49,1.7,0.1119999999999999,3.0,10.0,0.9972,3.14,0.81,11.4,6.0
7215,5.2,0.78,0.08,1.8,0.089,5.0,31.0,0.99448,3.52,0.62,9.7,6.0
7216,9.9,0.59,0.23,2.3,0.079,12.0,28.0,0.9967,3.32,0.6,11.0,6.0
7217,7.5,0.28,0.45,7.2,0.042,32.0,144.0,1.00242,3.23,0.78,9.7,6.0
7218,8.3,0.715,0.24,2.2,0.075,9.0,27.0,0.99701,3.38,0.51,10.8,6.0
7219,7.5,0.51,0.34,1.6,0.067,10.0,19.0,0.9973,3.16,0.77,9.7,5.0
7220,6.4,0.58,0.09,2.2,0.073,21.0,42.0,0.99642,3.16,0.48,10.2,6.0
7221,8.3,0.4,0.4,2.2,0.0819999999999999,3.0,9.0,0.9966,3.38,0.57,9.5,5.0
7222,7.8,0.67,0.0,2.2,0.0969999999999999,14.0,44.0,0.998,3.28,0.56,11.3,5.0
7223,12.3,0.44,0.42,2.4,0.077,26.0,44.0,0.99564,3.19,0.67,10.4,7.0
7224,6.8,0.52,0.24,2.0,0.074,12.0,43.0,0.996,3.38,0.56,12.7,7.0
7225,9.0,0.35,0.48,2.1,0.08,21.0,54.0,0.9966,3.31,0.57,10.0,7.0
7226,7.9,0.59,0.09,2.0,0.079,11.0,19.0,0.9972,3.32,0.54,9.7,6.0
7227,7.4,0.52,0.06,2.2,0.078,12.0,21.0,0.9968,3.36,0.69,10.3,7.0
7228,7.0,0.61,0.02,2.3,0.076,6.0,29.0,0.9982,3.34,0.57,10.8,6.0
7229,9.0,0.44,0.39,2.5,0.095,13.0,28.0,0.9991,3.16,0.58,11.4,6.0
7230,9.3,0.47,0.59,1.8,0.077,4.0,10.0,0.9964,3.16,0.62,9.8,5.0
7231,7.2,0.34,0.24,2.4,0.0969999999999999,31.0,134.0,0.99606,3.35,0.53,9.1,5.0
7232,8.0,0.41,0.32,1.9,0.084,16.0,89.0,0.99774,3.27,0.77,9.5,5.0
7233,7.7,0.57,0.08,2.0,0.08,11.0,85.0,0.9972,3.41,0.71,9.7,6.0
7234,7.1,0.4,0.31,2.2,0.074,9.0,21.0,0.99543,3.29,0.56,10.4,6.0
7235,7.4,0.59,0.0,2.4,0.078,8.0,23.0,0.99444,3.32,0.62,10.9,5.0
7236,7.7,0.34,0.36,2.3,0.066,31.0,85.0,0.9976,3.14,0.72,9.2,5.0
7237,6.7,0.51,0.02,2.1,0.075,4.0,13.0,0.9987,3.28,0.57,9.8,5.0
7238,7.7,0.49,0.21,2.0,0.093,28.0,69.0,0.99458,3.34,0.49,11.5,6.0
7239,9.6,0.3,0.46,2.1,0.076,16.0,37.0,0.9973,3.2,0.62,11.5,6.0
7240,8.1,0.36,0.3,2.1,0.075,13.0,29.0,0.99652,3.31,0.56,9.7,5.0
7241,9.3,0.39,0.28,2.5,0.074,6.0,16.0,0.9961,3.15,0.55,11.1,5.0
7242,7.0,0.745,0.13,2.0,0.086,8.0,19.0,0.9946,3.4,0.7,9.7,6.0
7243,7.4,0.67,0.0,1.5,0.0559999999999999,25.0,49.0,0.995,3.46,0.56,11.2,6.0
7244,7.2,0.36,0.66,1.8,0.109,11.0,29.0,0.99572,3.35,0.54,10.3,6.0
7245,6.8,0.64,0.0,2.4,0.064,6.0,18.0,0.9962,3.41,0.56,10.5,5.0
7246,7.0,0.67,0.23,2.2,0.076,19.0,30.0,0.9976,3.39,0.6,11.1,6.0
7247,6.6,0.87,0.05,1.7,0.076,12.0,46.0,0.9963,3.57,0.56,9.5,5.0
7248,11.4,0.32,0.54,2.6,0.08,6.0,22.0,0.99458,3.13,0.62,11.9,6.0
7249,8.3,0.38,0.36,2.1,0.073,13.0,86.0,0.9979,3.26,0.65,9.8,5.0
7250,9.9,0.21,0.52,1.7,0.091,9.0,28.0,0.99258,3.23,0.71,12.9,6.0
7251,8.8,0.48,0.03,2.4,0.076,12.0,27.0,0.9972,3.45,0.44,10.6,6.0
7252,9.3,0.6,0.14,2.4,0.086,5.0,13.0,0.99672,3.41,0.53,11.8,6.0
7253,11.6,0.695,0.66,2.0,0.09,6.0,32.0,0.99546,3.14,0.57,10.5,7.0
7254,8.8,0.52,0.29,2.8,0.0969999999999999,19.0,35.0,0.9956,3.16,0.52,9.4,5.0
7255,7.9,0.61,0.15,2.4,0.079,21.0,75.0,0.99702,3.39,0.57,9.5,6.0
7256,10.6,0.43,0.41,2.5,0.084,12.0,40.0,0.9987,3.15,0.64,11.8,7.0
7257,7.1,0.685,0.0,2.6,0.099,5.0,12.0,0.99562,3.61,0.44,9.7,6.0
7258,7.6,0.36,0.24,1.9,0.08,16.0,62.0,0.99768,3.43,0.51,9.5,5.0
7259,6.7,0.6,0.03,2.2,0.106,10.0,21.0,0.9946,3.48,0.93,10.7,6.0
7260,7.8,0.57,0.08,2.0,0.053,14.0,22.0,0.99572,3.4,0.54,10.6,5.0
7261,6.8,0.38,0.3,2.1,0.084,6.0,13.0,0.99786,3.53,0.56,9.5,5.0
7262,7.6,0.54,0.11,1.8,0.08,5.0,17.0,0.99572,3.37,0.58,9.5,6.0
7263,7.0,0.42,0.21,1.9,0.066,7.0,33.0,0.9959,3.45,0.52,9.5,5.0
7264,7.6,0.72,0.09,2.8,0.054,5.0,23.0,0.99434,3.57,0.82,11.8,6.0
7265,7.8,0.53,0.26,1.8,0.074,10.0,25.0,0.9981,3.38,0.57,9.5,5.0
7266,9.7,0.63,0.49,3.0,0.086,32.0,119.0,0.9988,3.29,0.68,9.6,5.0
7267,7.1,0.43,0.22,2.0,0.078,8.0,43.0,0.99538,3.3,0.55,11.4,6.0
7268,8.3,0.58,0.24,2.1,0.076,23.0,141.0,0.9972,3.29,0.56,9.9,5.0
7269,6.5,0.64,0.02,1.8,0.079,18.0,50.0,0.99586,3.17,0.65,10.3,7.0
7270,7.1,0.44,0.33,2.1,0.0969999999999999,16.0,37.0,0.9994,3.32,0.54,11.4,6.0
7271,9.0,0.4,0.5,3.1,0.094,4.0,13.0,0.9965,3.1,0.64,10.9,5.0
7272,8.5,0.27,0.46,2.1,0.074,6.0,14.0,0.9988,3.19,0.57,9.4,6.0
7273,7.2,0.64,0.0,1.4,0.0819999999999999,17.0,44.0,0.99448,3.2,0.56,9.5,6.0
7274,7.1,0.31,0.39,1.9,0.059,6.0,10.0,0.998,3.42,0.47,10.5,6.0
7275,5.3,0.39,0.3,1.9,0.077,13.0,27.0,0.99746,3.61,0.64,11.4,7.0
7276,7.8,0.72,0.04,1.7,0.077,11.0,24.0,0.99694,3.2,0.65,9.4,6.0
7277,6.2,0.6,0.04,2.3,0.07,7.0,32.0,0.9977,3.49,0.54,12.4,6.0
7278,7.2,0.59,0.06,2.5,0.074,6.0,16.0,0.9972,3.35,0.56,9.2,5.0
7279,7.6,0.885,0.0,1.9,0.0819999999999999,17.0,25.0,0.998,3.55,0.63,9.4,5.0
7280,9.4,0.51,0.25,2.3,0.075,11.0,35.0,0.99824,3.21,0.79,11.3,7.0
7281,7.7,0.78,0.02,1.9,0.076,11.0,28.0,0.9964,3.22,0.64,9.4,5.0
7282,6.7,0.5,0.01,2.3,0.081,29.0,60.0,0.99557,3.54,0.56,9.8,5.0
7283,7.1,0.38,0.51,2.3,0.08,8.0,22.0,0.99418,3.22,0.72,11.4,5.0
7284,7.0,0.31,0.29,2.5,0.0819999999999999,8.0,28.0,0.9964,3.31,0.6,9.6,5.0
7285,8.6,0.43,0.24,2.2,0.07,16.0,72.0,0.995,3.43,0.61,9.3,6.0
7286,7.9,0.47,0.26,2.3,0.077,11.0,65.0,0.9972,3.33,0.52,9.5,6.0
7287,13.0,0.41,0.4,1.6,0.08,14.0,34.0,0.99258,3.24,0.6,10.1,6.0
7288,9.8,0.36,0.4,2.1,0.102,21.0,119.0,0.997,3.29,0.56,9.2,5.0
7289,6.0,0.59,0.0,2.2,0.088,14.0,66.0,0.99572,3.4,0.6,11.1,4.0
7290,6.7,0.56,0.0,2.2,0.0969999999999999,32.0,59.0,0.9972,3.28,0.57,10.5,6.0
7291,7.1,0.7,0.0,2.3,0.063,5.0,15.0,0.9967,3.32,0.57,11.2,6.0
7292,8.3,0.34,0.66,1.9,0.073,16.0,25.0,0.9987,3.37,0.62,10.6,6.0
7293,7.4,0.6,0.04,1.6,0.079,6.0,20.0,0.99578,3.32,0.59,9.2,5.0
7294,8.0,0.4,0.43,2.3,0.074,13.0,33.0,0.9962,3.26,0.7,9.5,6.0
7295,7.5,0.6,0.1,1.9,0.093,8.0,20.0,0.99498,3.38,0.55,10.5,7.0
7296,7.1,0.5,0.18,2.0,0.079,19.0,54.0,0.9952,3.17,0.52,9.4,5.0
7297,8.2,0.65,0.26,1.9,0.087,7.0,41.0,0.9987,3.32,0.56,9.4,6.0
7298,7.7,0.41,0.34,2.0,0.107,21.0,37.0,0.99572,3.27,0.73,11.0,5.0
7299,7.8,0.39,0.46,2.2,0.069,10.0,53.0,0.99702,3.21,0.51,10.6,6.0
7300,7.7,0.645,0.26,2.4,0.073,6.0,15.0,0.99562,3.34,0.54,9.5,5.0
7301,8.5,0.45,0.24,1.9,0.093,32.0,98.0,0.9972,3.19,0.73,9.4,6.0
7302,7.1,0.49,0.13,2.2,0.063,6.0,19.0,0.9987,3.36,0.64,9.5,6.0
7303,8.8,0.59,0.22,2.1,0.084,17.0,54.0,0.99572,3.24,0.57,9.9,5.0
7304,8.1,0.39,0.37,2.2,0.093,18.0,28.0,0.9972,3.23,0.62,9.2,7.0
7305,9.1,0.41,0.49,2.4,0.079,5.0,13.0,0.99712,3.12,0.59,10.0,5.0
7306,7.8,0.88,0.05,2.4,0.084,5.0,15.0,0.99606,3.26,0.63,11.4,7.0
7307,6.9,0.61,0.11,2.0,0.104,32.0,54.0,0.9976,3.38,0.54,9.7,5.0
7308,8.7,0.4,0.27,1.9,0.059,8.0,19.0,0.99584,3.21,0.59,9.3,5.0
7309,9.2,0.4,0.41,1.8,0.074,16.0,86.0,0.9973,3.34,0.81,9.6,5.0
7310,8.9,0.46,0.14,1.8,0.074,14.0,35.0,0.9978,3.41,0.59,9.5,6.0
7311,7.2,0.54,0.07,2.0,0.067,6.0,13.0,0.9959,3.54,0.57,10.4,5.0
7312,6.5,0.64,0.0,1.9,0.066,13.0,41.0,0.9962,3.57,0.53,9.4,6.0
7313,8.0,0.4,0.21,2.0,0.076,17.0,45.0,0.9996,3.1,0.57,9.2,5.0
7314,6.9,0.7,0.03,1.9,0.081,6.0,27.0,0.9994,2.89,0.62,9.5,5.0
7315,7.0,0.645,0.0,2.3,0.098,3.0,15.0,0.9962,3.5,0.47,9.0,5.0
7316,7.9,0.62,0.0,2.9,0.062,5.0,19.0,0.9987,3.5,0.63,9.9,5.0
7317,9.2,0.28,0.43,2.0,0.073,6.0,18.0,0.9982,3.3,0.93,9.4,5.0
7318,7.1,0.35,0.33,2.0,0.086,6.0,19.0,0.9987,3.44,0.7,9.8,6.0
7319,8.3,0.27,0.27,2.1,0.071,8.0,86.0,0.9968,3.17,0.51,9.3,4.0
7320,8.9,0.41,0.43,2.1,0.076,13.0,26.0,0.9994,3.3,0.47,9.6,5.0
7321,7.4,0.5,0.02,2.3,0.0819999999999999,7.0,17.0,0.99774,3.18,0.55,9.4,5.0
7322,7.1,0.45,0.05,2.0,0.086,10.0,24.0,0.9998,3.43,0.62,9.5,6.0
7323,8.3,0.4,0.31,1.4,0.094,17.0,67.0,0.9972,3.39,0.58,9.4,3.0
7324,7.8,0.34,0.26,2.4,0.076,20.0,110.0,0.9972,3.31,0.58,9.5,5.0
7325,7.3,0.38,0.48,2.0,0.072,18.0,24.0,0.99779,3.34,0.75,10.3,5.0
7326,7.4,0.5,0.09,2.2,0.114,15.0,31.0,0.9964,3.44,0.55,10.5,6.0
7327,9.5,0.52,0.17,2.0,0.078,6.0,14.0,0.9987,3.32,0.6,9.5,6.0
7328,7.9,0.52,0.39,2.2,0.072,23.0,43.0,0.9997,3.26,0.48,11.4,7.0
7329,7.4,0.59,0.14,2.1,0.093,21.0,55.0,0.9997,3.4,0.57,9.2,5.0
7330,8.1,0.52,0.0,2.2,0.07,19.0,44.0,0.9972,3.45,0.48,9.7,5.0
7331,7.9,0.52,0.11,1.7,0.0579999999999999,7.0,15.0,0.995,3.22,0.56,9.5,6.0
7332,7.9,0.43,0.21,2.3,0.079,18.0,54.0,0.9976,3.31,0.57,9.4,6.0
7333,11.2,0.5,0.51,1.9,0.085,7.0,20.0,0.9976,3.3,0.66,9.5,8.0
7334,6.2,0.34,0.47,2.4,0.096,13.0,58.0,0.9967,3.2,0.61,9.9,6.0
7335,6.7,0.745,0.0,2.0,0.075,5.0,15.0,0.9963,3.52,0.6,11.2,5.0
7336,9.3,0.59,0.19,2.3,0.066,6.0,28.0,0.9976,3.33,0.57,9.7,5.0
7337,7.9,0.43,0.3,2.1,0.092,20.0,42.0,0.99557,3.4,0.67,11.5,6.0
7338,9.1,0.43,0.66,1.8,0.086,14.0,25.0,1.0014,3.05,0.78,11.5,6.0
7339,10.5,0.24,0.36,2.3,0.076,6.0,37.0,0.9982,3.35,0.64,12.1,7.0
7340,8.8,0.64,0.29,2.3,0.078,27.0,64.0,0.9994,3.35,0.77,10.9,5.0
7341,8.5,0.36,0.33,2.5,0.077,7.0,43.0,0.9982,3.4,0.51,11.8,5.0
7342,6.8,0.62,0.07,2.0,0.093,18.0,36.0,0.9985,3.49,0.54,10.9,6.0
7343,10.5,0.27,0.54,1.7,0.076,5.0,14.0,0.9976,3.31,0.63,11.2,6.0
7344,9.2,0.35,0.34,2.4,0.067,9.0,25.0,0.998,3.3,0.66,9.3,5.0
7345,7.1,0.4,0.13,2.4,0.079,13.0,28.0,0.99458,3.38,0.54,12.1,7.0
7346,7.3,0.68,0.0,4.0,0.087,10.0,22.0,0.9982,3.4,0.5,10.0,6.0
7347,8.7,0.49,0.27,2.6,0.077,23.0,46.0,0.9974,3.16,0.53,11.4,7.0
7348,10.9,0.39,0.47,2.4,0.073,5.0,18.0,0.9996,3.16,0.48,10.9,7.0
7349,6.2,0.52,0.02,1.6,0.066,7.0,21.0,0.9994,3.53,0.48,10.5,6.0
7350,7.2,0.6,0.23,2.1,0.078,23.0,84.0,0.9961,3.41,0.93,9.5,3.0
7351,7.6,0.27,0.39,4.1,0.0969999999999999,23.0,44.0,0.99557,3.32,0.61,9.9,5.0
7352,7.7,0.38,0.24,2.6,0.078,14.0,47.0,0.99572,3.38,0.55,9.7,5.0
7353,7.9,0.43,0.32,2.2,0.078,14.0,77.0,0.9984,3.32,0.53,9.4,6.0
7354,7.9,0.6,0.08,2.5,0.079,6.0,15.0,0.9948,3.42,0.48,11.2,6.0
7355,7.3,0.64,0.2,2.0,0.093,6.0,42.0,0.9968,3.43,0.61,11.5,6.0
7356,8.0,0.41,0.49,2.3,0.08,34.0,53.0,0.99702,3.33,0.64,9.3,5.0
7357,7.2,0.61,0.21,1.8,0.074,6.0,15.0,0.9959,3.29,0.57,9.5,6.0
7358,7.5,0.66,0.32,1.8,0.075,15.0,40.0,0.99736,3.16,0.53,9.4,5.0
7359,7.7,0.715,0.3,1.6,0.079,11.0,46.0,0.99458,3.22,0.55,11.7,6.0
7360,9.7,0.49,0.22,2.1,0.0969999999999999,12.0,29.0,0.9994,3.3,0.56,9.4,5.0
7361,7.9,0.78,0.01,2.1,0.073,5.0,17.0,0.9952,3.38,0.66,10.2,5.0
7362,7.5,0.55,0.23,1.8,0.062,9.0,23.0,0.9981,3.26,0.6,9.8,5.0
7363,7.4,0.38,0.18,2.1,0.078,5.0,28.0,0.9963,3.31,0.53,9.5,6.0
7364,7.5,0.84,0.02,1.6,0.083,13.0,28.0,0.99586,3.36,0.6,10.6,6.0
7365,7.7,0.66,0.26,1.7,0.078,36.0,66.0,0.99724,3.48,0.53,9.5,5.0
7366,7.3,0.52,0.07,2.1,0.074,30.0,71.0,0.9973,3.54,0.62,9.4,6.0
7367,7.6,0.5,0.6,2.1,0.074,8.0,22.0,0.9976,3.51,0.57,10.5,5.0
7368,10.3,0.31,0.49,2.1,0.0819999999999999,24.0,44.0,0.99914,3.35,0.54,9.3,5.0
7369,11.6,0.19,0.49,2.1,0.08,5.0,16.0,0.99656,3.27,0.59,10.4,6.0
7370,9.7,0.24,0.68,2.7,0.087,18.0,43.0,1.0014,3.31,0.52,9.7,5.0
7371,8.1,0.48,0.26,2.2,0.086,29.0,131.0,0.99498,3.08,0.71,9.4,5.0
7372,8.9,0.6,0.14,2.5,0.064,17.0,35.0,0.9969,3.25,0.64,9.8,6.0
7373,6.2,0.6,0.0,2.1,0.079,6.0,16.0,0.99636,3.31,0.56,9.4,5.0
7374,8.8,0.41,0.28,1.8,0.073,25.0,33.0,0.9971,3.44,0.59,9.3,5.0
7375,7.2,0.58,0.0,2.0,0.078,12.0,70.0,0.9964,3.36,0.62,9.5,6.0
7376,8.8,0.36,0.31,1.8,0.076,20.0,49.0,0.99786,3.19,0.54,9.5,6.0
7377,6.7,0.5,0.0,1.6,0.069,4.0,13.0,0.9982,3.3,0.53,10.9,5.0
7378,7.6,0.38,0.41,2.0,0.073,23.0,129.0,0.99448,3.32,0.62,9.9,5.0
7379,7.8,0.5,0.12,1.8,0.07,26.0,49.0,0.99774,3.29,0.59,11.8,5.0
7380,6.8,0.695,0.0,2.5,0.076,14.0,27.0,0.99803,3.49,0.55,11.3,5.0
7381,7.7,0.6,0.29,2.2,0.092,11.0,18.0,0.998,3.37,0.49,10.5,6.0
7382,10.1,0.37,0.49,1.8,0.063,6.0,14.0,1.001,3.21,0.68,11.4,7.0
7383,8.3,0.52,0.22,1.65,0.093,11.0,47.0,0.99786,3.26,0.49,9.2,6.0
7384,8.2,0.55,0.14,1.8,0.08,10.0,22.0,0.9988,3.36,0.54,9.4,5.0
7385,7.2,0.615,0.07,2.0,0.084,17.0,91.0,0.9966,3.38,0.57,9.5,6.0
7386,8.6,0.5,0.26,2.3,0.081,6.0,31.0,0.99604,3.27,0.49,11.0,5.0
7387,8.5,0.48,0.46,1.9,0.081,39.0,44.0,0.99538,3.32,0.53,9.7,6.0
7388,7.1,0.58,0.0,2.0,0.079,31.0,51.0,0.9978,3.16,0.44,12.0,7.0
7389,7.3,0.57,0.14,1.9,0.074,8.0,27.0,0.9963,3.38,0.62,10.0,6.0
7390,7.1,0.24,0.49,2.9,0.078,17.0,29.0,0.9972,3.34,0.49,10.1,5.0
7391,7.6,0.39,0.25,2.3,0.06,12.0,31.0,0.998,3.49,0.69,11.9,6.0
7392,7.1,0.49,0.24,2.3,0.0819999999999999,4.0,9.0,0.9972,3.52,0.44,9.3,5.0
7393,11.4,0.56,0.21,2.4,0.07,10.0,62.0,0.9955,3.42,0.54,10.0,5.0
7394,7.7,0.59,0.15,2.1,0.07,14.0,28.0,0.99627,3.29,0.6,10.5,5.0
7395,7.7,0.695,0.0,2.0,0.084,6.0,15.0,0.99668,3.47,0.66,11.5,7.0
7396,6.7,0.53,0.07,2.1,0.104,5.0,18.0,0.99552,3.52,0.61,11.5,6.0
7397,7.9,0.31,0.35,2.8,0.08,6.0,12.0,0.9962,3.27,0.61,9.5,5.0
7398,8.9,0.5,0.15,3.3,0.1,6.0,13.0,0.9957,3.31,0.55,9.5,5.0
7399,8.0,0.56,0.32,3.8,0.415,20.0,104.0,1.00369,3.27,0.52,9.7,6.0
7400,6.3,0.715,0.0,2.1,0.076,15.0,26.0,0.99648,3.37,0.59,9.5,6.0
7401,11.5,0.6,0.31,2.0,0.08,6.0,28.0,0.9986,3.31,0.62,10.5,5.0
7402,6.3,0.58,0.02,2.3,0.073,26.0,48.0,0.9972,3.55,0.73,10.0,6.0
7403,7.1,0.55,0.29,2.6,0.075,7.0,19.0,0.99613,3.41,0.53,12.3,7.0
7404,7.4,0.56,0.14,2.2,0.066,6.0,14.0,0.9994,3.54,0.56,9.5,6.0
7405,9.3,0.58,0.29,1.8,0.0819999999999999,33.0,144.0,0.99572,3.36,1.05,9.7,7.0
7406,8.5,0.41,0.43,1.8,0.067,5.0,13.0,0.9987,2.98,0.75,11.3,4.0
7407,13.2,0.29,0.42,2.2,0.061,6.0,21.0,0.9988,3.35,0.84,10.5,8.0
7408,7.4,0.46,0.24,2.1,0.074,5.0,16.0,0.996,3.51,0.6,9.4,5.0
7409,7.1,0.52,0.31,2.3,0.102,17.0,77.0,0.99584,3.39,0.49,9.3,5.0
7410,6.7,0.48,0.11,1.8,0.059,6.0,20.0,0.99748,3.44,0.57,9.9,5.0
7411,6.9,0.42,0.26,1.8,0.0819999999999999,11.0,50.0,0.9994,3.27,0.55,9.7,5.0
7412,8.4,0.59,0.4,2.4,0.0559999999999999,6.0,17.0,0.9974,3.35,0.76,11.0,7.0
7413,9.3,0.55,0.22,2.6,0.098,12.0,65.0,0.9984,3.33,0.48,9.6,6.0
7414,7.0,0.59,0.02,1.9,0.0579999999999999,5.0,14.0,0.9984,3.42,0.55,10.0,6.0
7415,8.8,0.57,0.19,2.1,0.09,15.0,35.0,0.99685,3.22,0.6,9.8,6.0
7416,6.0,0.38,0.03,1.8,0.08,8.0,28.0,0.99577,3.29,0.51,11.5,7.0
7417,7.3,0.57,0.21,1.6,0.074,37.5,53.0,0.99572,3.35,0.58,10.7,6.0
7418,7.0,0.52,0.06,2.0,0.076,28.0,81.0,0.99685,3.42,0.6,9.6,5.0
7419,6.8,0.65,0.1,2.8,0.078,6.0,12.0,0.9972,3.49,0.56,9.3,5.0
7420,11.9,0.36,0.69,2.1,0.073,6.0,16.0,0.9987,3.14,0.58,10.0,7.0
7421,7.0,0.735,0.0,1.7,0.073,5.0,12.0,0.9973,3.45,0.6,9.2,5.0
7422,7.0,0.43,0.25,4.0,0.074,5.0,14.0,0.9976,3.42,0.62,9.5,6.0
7423,8.5,0.39,0.37,1.9,0.064,19.0,64.0,0.99572,3.29,0.63,10.4,6.0
7424,6.1,0.38,0.06,1.6,0.062,5.0,21.0,0.99585,3.19,0.49,10.5,5.0
7425,7.2,0.51,0.02,2.1,0.0819999999999999,14.0,34.0,0.9964,3.31,0.51,9.7,6.0
7426,7.6,0.725,0.0,1.7,0.084,6.0,28.0,0.9976,3.38,0.51,9.8,4.0
7427,9.9,0.5,0.24,2.4,0.084,15.0,119.0,0.9958,3.17,0.64,9.2,6.0
7428,7.3,0.43,0.25,2.6,0.071,7.0,21.0,0.9966,3.39,0.54,9.2,5.0
7429,7.9,0.65,0.0,2.2,0.076,15.0,64.0,0.99606,3.27,0.52,9.8,5.0
7430,8.3,0.31,0.49,2.0,0.08,12.0,28.0,0.99787,3.09,0.57,9.7,5.0
7431,7.3,0.58,0.21,3.0,0.068,16.0,35.0,0.99613,3.22,0.53,10.0,5.0
7432,6.2,0.58,0.21,2.1,0.071,17.0,60.0,0.9982,3.41,0.52,9.6,5.0
7433,7.6,0.47,0.23,1.9,0.084,22.0,46.0,0.99546,3.4,0.73,10.7,6.0
7434,12.6,0.43,0.42,1.7,0.087,24.0,37.0,0.9994,3.39,0.61,9.5,5.0
7435,7.8,0.47,0.36,2.0,0.084,15.0,35.0,0.9972,3.22,0.47,9.5,6.0
7436,7.4,0.59,0.03,1.9,0.095,4.0,22.0,0.9972,3.48,0.54,9.8,6.0
7437,7.8,0.62,0.22,1.9,0.072,6.0,18.0,0.997,3.29,0.69,12.0,6.0
7438,5.0,0.28,0.68,1.8,0.075,6.0,16.0,0.9994,3.27,0.54,11.2,6.0
7439,7.8,0.58,0.01,2.2,0.074,14.0,88.0,0.9968,3.18,0.62,9.3,5.0
7440,7.2,0.48,0.3,2.1,0.0819999999999999,9.0,32.0,0.99672,3.26,0.53,9.7,5.0
7441,8.7,0.46,0.31,2.3,0.077,6.0,28.0,0.9982,3.18,0.72,9.3,6.0
7442,7.3,0.74,0.0,1.9,0.074,24.0,98.0,0.9966,3.4,0.58,9.5,5.0
7443,6.7,0.66,0.0,1.9,0.099,6.0,32.0,0.9959,3.42,0.56,12.5,7.0
7444,11.5,0.37,0.49,1.8,0.071,5.0,10.0,0.9976,3.14,0.61,12.6,7.0
7445,9.2,0.4,0.34,1.8,0.081,6.0,18.0,0.9982,3.31,0.69,9.2,5.0
7446,11.5,0.24,0.51,2.1,0.085,7.0,34.0,0.9988,3.32,0.56,9.7,5.0
7447,9.2,0.41,0.34,1.7,0.07,8.0,28.0,0.99576,3.19,0.57,10.5,6.0
7448,7.9,0.66,0.0,1.9,0.074,31.0,134.0,0.9968,3.34,0.52,9.5,5.0
7449,7.0,0.47,0.31,2.3,0.063,27.0,60.0,0.9972,3.32,0.5,9.3,6.0
7450,8.8,0.64,0.12,2.1,0.0969999999999999,17.0,44.0,0.9976,3.29,0.65,9.8,6.0
7451,7.1,0.32,0.27,1.8,0.0819999999999999,5.0,22.0,0.9978,3.36,0.65,10.9,6.0
7452,6.8,0.43,0.13,2.1,0.08,15.0,23.0,0.9976,3.56,0.81,10.3,6.0
7453,7.8,0.53,0.02,2.1,0.065,27.0,45.0,0.9964,3.34,0.79,9.7,5.0
7454,8.8,0.48,0.26,2.0,0.077,7.0,24.0,0.9963,3.22,0.64,10.9,7.0
7455,9.9,0.42,0.32,2.2,0.069,5.0,13.0,0.9971,3.31,0.54,9.4,5.0
7456,7.9,0.48,0.28,1.8,0.084,6.0,16.0,0.9976,3.26,0.6,9.5,5.0
7457,8.0,0.35,0.3,1.8,0.091,5.0,13.0,0.99694,3.23,0.51,11.2,6.0
7458,7.2,0.33,0.4,2.0,0.072,27.0,62.0,0.9974,3.16,0.59,9.5,5.0
7459,8.3,0.44,0.22,2.0,0.048,31.0,119.0,0.9994,3.3,0.62,9.9,5.0
7460,7.3,0.58,0.06,2.3,0.076,34.0,77.0,0.9961,3.59,0.57,9.7,5.0
7461,7.9,0.43,0.45,1.8,0.078,9.0,23.0,0.9947,3.26,0.66,10.1,6.0
7462,7.7,0.69,0.24,2.9,0.077,30.0,131.0,0.9982,3.33,0.62,9.3,5.0
7463,7.0,0.66,0.01,2.0,0.076,9.0,18.0,0.99652,3.38,0.78,11.7,7.0
7464,7.6,0.61,0.06,2.2,0.078,10.0,18.0,0.99708,3.37,0.72,11.8,6.0
7465,8.4,0.59,0.21,2.2,0.074,10.0,42.0,0.9968,3.16,0.64,9.8,4.0
7466,7.2,0.3,0.49,2.8,0.086,5.0,10.0,0.9984,3.22,0.61,12.8,7.0
7467,7.0,0.47,0.01,2.3,0.08,15.0,34.0,0.9955,3.36,0.68,9.8,5.0
